test_id,test_name,healthians_parameter_id,is_available,display_order,parameter_key,unit,meaning,lower_range_male,higher_range_male,lower_range_female,higher_range_female,causes_when_high,causes_when_low,effects_when_high,effects_when_low,what_to_do_when_low,what_to_do_when_high,parameter_type,price,original_price,is_most_popular,gender_suitability
44,Urea/Creatinine Ratio,,TRUE,,urea/creatinine_ratio,Ratio,"The Urea/Creatinine Ratio serves the same diagnostic purpose as the BUN/Creatinine Ratio but uses total blood urea rather than blood urea nitrogen in the calculation. It is commonly used in regions where urea is the standard reported metric, and helps differentiate between pre-renal causes of kidney stress and intrinsic kidney damage.",,,,,"Dehydration, high protein diet, gastrointestinal bleeding, and reduced kidney blood flow from heart failure or volume depletion raise the ratio, while low protein intake, liver disease, or direct kidney tissue injury causing disproportionate creatinine rise can lower it.","Dehydration, high protein diet, gastrointestinal bleeding, and reduced kidney blood flow from heart failure or volume depletion raise the ratio, while low protein intake, liver disease, or direct kidney tissue injury causing disproportionate creatinine rise can lower it.","A high ratio points to insufficient kidney perfusion or excess urea production rather than structural kidney damage, whereas a low ratio suggests the kidneys themselves may be structurally compromised, impairing their ability to filter creatinine effectively.","A high ratio points to insufficient kidney perfusion or excess urea production rather than structural kidney damage, whereas a low ratio suggests the kidneys themselves may be structurally compromised, impairing their ability to filter creatinine effectively.","Consult a doctor for a thorough kidney and liver function assessment, as a persistently low ratio may reflect underlying structural damage requiring targeted medical management.","Prioritize adequate hydration and moderate protein consumption, and seek medical evaluation if gastrointestinal bleeding or heart-related causes are suspected.",test,,,FALSE,
58,Vitamin B12,,TRUE,,vitamin_b12,,"Vitamin B12 is a water-soluble vitamin essential for red blood cell production, DNA repair, and brain and nervous system health. Since the body cannot produce it on its own, it must be obtained entirely through diet or supplements.",222,1439,222,1439,"Low B12 is commonly seen in vegetarians, vegans, older adults, or those on medications like metformin or PPIs, as absorption requires stomach acid and a protein called intrinsic factor. High B12 levels are typically linked to excess supplementation or certain underlying health conditions.","Low B12 is commonly seen in vegetarians, vegans, older adults, or those on medications like metformin or PPIs, as absorption requires stomach acid and a protein called intrinsic factor. High B12 levels are typically linked to excess supplementation or certain underlying health conditions.","Low B12 can cause anaemia, fatigue, nerve damage, and cognitive issues, with neurological effects being harder to reverse if deficiency is prolonged. Elevated levels are generally less concerning but may occasionally signal liver or blood disorders.","Low B12 can cause anaemia, fatigue, nerve damage, and cognitive issues, with neurological effects being harder to reverse if deficiency is prolonged. Elevated levels are generally less concerning but may occasionally signal liver or blood disorders.","Increase intake of animal-based foods like meat, fish, eggs, or dairy. Vegetarians and vegans should consider supplementation - sublingual or injectable forms work best if absorption is an issue. Levels can rise within weeks with consistent supplementation.",Review your current supplement intake and consult a doctor to rule out any underlying condition.,test,,,FALSE,
128,Metabolic Syndrome,,TRUE,,metabolic_syndrome,,"Metabolic syndrome is not a single disease but a cluster of interconnected metabolic abnormalities — including high blood sugar, excess abdominal fat, high blood pressure, high triglycerides, and low HDL cholesterol — that together significantly raise the risk of type 2 diabetes, heart disease, and stroke. It is assessed as a combined marker of overall metabolic health, and the presence of three or more of these conditions together is typically used to confirm the diagnosis.",,,,,"A sedentary lifestyle, poor diet high in refined carbohydrates and processed foods, excess visceral fat, chronic stress, poor sleep, insulin resistance, hormonal imbalances, and genetic predisposition are the primary drivers of metabolic syndrome, while an active lifestyle, balanced nutrition, and healthy body weight significantly reduce the likelihood of developing it.","A sedentary lifestyle, poor diet high in refined carbohydrates and processed foods, excess visceral fat, chronic stress, poor sleep, insulin resistance, hormonal imbalances, and genetic predisposition are the primary drivers of metabolic syndrome, while an active lifestyle, balanced nutrition, and healthy body weight significantly reduce the likelihood of developing it.","Unmanaged metabolic syndrome progressively increases the risk of type 2 diabetes, cardiovascular disease, fatty liver disease, kidney damage, and hormonal disruption, whereas the absence of metabolic syndrome reflects good overall metabolic health with a significantly lower risk of chronic disease development over time.","Unmanaged metabolic syndrome progressively increases the risk of type 2 diabetes, cardiovascular disease, fatty liver disease, kidney damage, and hormonal disruption, whereas the absence of metabolic syndrome reflects good overall metabolic health with a significantly lower risk of chronic disease development over time.","The absence of metabolic syndrome is a positive finding — maintain the healthy lifestyle habits supporting good metabolic health including regular physical activity, balanced nutrition, adequate sleep, and effective stress management to prevent its development over time.","Address all contributing factors simultaneously — reduce refined carbohydrate and processed food intake, incorporate regular aerobic and resistance exercise, achieve and maintain a healthy body weight, improve sleep quality, and manage chronic stress, as meaningful improvement across all markers can be seen within 8–12 weeks of consistent lifestyle changes.",metric,,,FALSE,
126,Hypertension,,TRUE,,hypertension,,"Hypertension is a chronic condition characterized by persistently elevated pressure of blood against the artery walls, placing continuous strain on the heart, blood vessels, and vital organs over time. It is often referred to as the ""silent killer"" as it rarely causes noticeable symptoms in its early stages yet significantly increases the risk of heart attack, stroke, and organ damage if left unmanaged.",,,,,"Excess dietary salt, obesity, physical inactivity, chronic stress, poor sleep, smoking, excessive alcohol consumption, genetic predisposition, kidney disease, and hormonal disorders can all drive blood pressure higher, while regular physical activity, a balanced low-sodium diet, healthy body weight, and effective stress management support healthy blood pressure levels.","Excess dietary salt, obesity, physical inactivity, chronic stress, poor sleep, smoking, excessive alcohol consumption, genetic predisposition, kidney disease, and hormonal disorders can all drive blood pressure higher, while regular physical activity, a balanced low-sodium diet, healthy body weight, and effective stress management support healthy blood pressure levels.","Persistently high blood pressure progressively damages blood vessel walls, significantly increasing the risk of heart attack, stroke, kidney disease, vision loss, and heart failure over time, whereas well-controlled blood pressure protects vital organs, reduces cardiovascular risk, and supports better long-term health outcomes.","Persistently high blood pressure progressively damages blood vessel walls, significantly increasing the risk of heart attack, stroke, kidney disease, vision loss, and heart failure over time, whereas well-controlled blood pressure protects vital organs, reduces cardiovascular risk, and supports better long-term health outcomes.","Healthy or well-controlled blood pressure is a positive finding — maintain regular physical activity, a balanced low-sodium diet, healthy body weight, limited alcohol intake, and effective stress management to sustain healthy blood pressure levels long term.","Reduce dietary salt and processed food intake, incorporate regular aerobic exercise, achieve and maintain a healthy body weight, limit alcohol consumption, quit smoking, and prioritize quality sleep and stress management — consult a doctor for a comprehensive management plan that may include medication alongside lifestyle changes for significant and sustained improvement.",metric,,,FALSE,
122,Cardiac Health,,TRUE,,cardiac_health,,"Cardiac health refers to the overall functional state of the heart and cardiovascular system, encompassing the heart's ability to pump blood efficiently, maintain healthy blood pressure, and sustain adequate circulation to all organs and tissues. It is assessed through a combination of markers including blood pressure, cholesterol levels, inflammatory markers, blood sugar, and lifestyle factors, making it a broad but critical indicator of long-term health and longevity.",,,,,"Poor diet high in saturated fats, refined carbohydrates, and excess sodium, physical inactivity, smoking, excessive alcohol consumption, chronic stress, poor sleep, obesity, uncontrolled blood sugar, high blood pressure, and genetic predisposition are the primary drivers of poor cardiac health, while regular physical activity, a balanced diet, healthy body weight, and effective stress management support a strong and healthy cardiovascular system.","Poor diet high in saturated fats, refined carbohydrates, and excess sodium, physical inactivity, smoking, excessive alcohol consumption, chronic stress, poor sleep, obesity, uncontrolled blood sugar, high blood pressure, and genetic predisposition are the primary drivers of poor cardiac health, while regular physical activity, a balanced diet, healthy body weight, and effective stress management support a strong and healthy cardiovascular system.","Poor cardiac health significantly increases the risk of heart attack, stroke, heart failure, arterial plaque buildup, irregular heart rhythms, and cardiovascular-related organ damage over time, whereas good cardiac health supports efficient circulation, stable energy levels, healthy blood pressure, and a significantly reduced risk of life-threatening cardiovascular events.","Poor cardiac health significantly increases the risk of heart attack, stroke, heart failure, arterial plaque buildup, irregular heart rhythms, and cardiovascular-related organ damage over time, whereas good cardiac health supports efficient circulation, stable energy levels, healthy blood pressure, and a significantly reduced risk of life-threatening cardiovascular events.","Good cardiac health is a positive finding — maintain regular aerobic exercise, a heart-healthy diet rich in omega-3s, fiber, and antioxidants, healthy body weight, limited alcohol intake, adequate sleep, and effective stress management to sustain long term cardiovascular health and reduce future risk.","Address all modifiable risk factors simultaneously — reduce saturated fat, sodium, and refined carbohydrate intake, incorporate regular aerobic exercise, quit smoking, limit alcohol, manage chronic stress, control blood sugar and blood pressure, and consult a doctor for a comprehensive cardiovascular risk assessment and personalized management plan that may include medications alongside lifestyle changes for meaningful and sustained improvement.",metric,,,FALSE,
107,CK/CPK,,TRUE,,ck/cpk,U/L,"CPK is an enzyme found primarily in the heart, brain, and skeletal muscles that leaks into the bloodstream when these tissues are injured or under stress. It is most commonly used as a marker of muscle damage, though elevated levels can also point to heart or brain injury depending on the context.",171,,145,,"High CPK is most frequently caused by intense exercise, muscle trauma, injections, or seizures. Statins and certain other medications can also damage muscle tissue and raise CPK. A heart attack releases a cardiac-specific form of CPK, making it a useful marker in that context as well. Low CPK is uncommon and rarely a clinical concern.","High CPK is most frequently caused by intense exercise, muscle trauma, injections, or seizures. Statins and certain other medications can also damage muscle tissue and raise CPK. A heart attack releases a cardiac-specific form of CPK, making it a useful marker in that context as well. Low CPK is uncommon and rarely a clinical concern.","Elevated CPK indicates active muscle or tissue breakdown, which can cause muscle pain, weakness, and in severe cases, lead to a condition called rhabdomyolysis where large-scale muscle damage strains the kidneys. Mild post-exercise elevation is normal and self-resolving.","Elevated CPK indicates active muscle or tissue breakdown, which can cause muscle pain, weakness, and in severe cases, lead to a condition called rhabdomyolysis where large-scale muscle damage strains the kidneys. Mild post-exercise elevation is normal and self-resolving.",Low CPK is generally not a concern and does not require any specific action.,"Rest and avoid intense physical activity -  exercise-induced elevation typically peaks within 24–72 hours and normalises within 3–5 days. If elevation persists without an obvious cause, consult a doctor to investigate further.",test,,,FALSE,
103,HS-CRP,,TRUE,,hs-crp,mg/L,"Hs-CRP is a protein produced by the liver in response to inflammation, and its levels directly reflect how much inflammation is present in the body. It is one of the most sensitive and widely used markers for detecting both acute infections and chronic low-grade inflammation. Higher values consistently point to a greater inflammatory burden on the body.",1,,1,,"Acute infections, injuries, obesity, poor diet, lack of exercise, disrupted sleep, and chronic stress can all raise Hs-CRP levels, while genetics also play a contributing role in baseline inflammation levels.","Acute infections, injuries, obesity, poor diet, lack of exercise, disrupted sleep, and chronic stress can all raise Hs-CRP levels, while genetics also play a contributing role in baseline inflammation levels.","Elevated Hs-CRP signals active inflammation that, if persistent, can increase the risk of cardiovascular disease, metabolic disorders, and immune dysfunction, whereas low levels reflect a well-regulated inflammatory response and good overall health.","Elevated Hs-CRP signals active inflammation that, if persistent, can increase the risk of cardiovascular disease, metabolic disorders, and immune dysfunction, whereas low levels reflect a well-regulated inflammatory response and good overall health.",Low Hs-CRP is a positive indicator and requires no intervention. Continuing with a balanced lifestyle that supports low inflammation is all that is needed to maintain healthy levels.,"Adopt an anti-inflammatory diet rich in omega-3s and vegetables, exercise regularly, maintain a healthy weight, and prioritize quality sleep and stress management. Acute elevations from infections typically resolve within 2–4 weeks, while lifestyle-driven elevations improve over 2–3 months.",test,,,FALSE,
102,ESR,,TRUE,,esr,mm/1st hour,"ESR is a blood test that indirectly measures inflammation by tracking how quickly red blood cells settle to the bottom of a test tube. When inflammation is present, red blood cells clump together and sink faster, resulting in a higher reading.",1,10,1,12,"Inflammation, infections, autoimmune conditions, cancer, and anemia can all raise ESR, while age and pregnancy naturally elevate it as well. Certain medications can also influence readings in either direction.","Inflammation, infections, autoimmune conditions, cancer, and anemia can all raise ESR, while age and pregnancy naturally elevate it as well. Certain medications can also influence readings in either direction.","A persistently elevated ESR signals ongoing inflammation or an underlying condition that the body is actively responding to, whereas a low ESR is generally not a concern and typically reflects the absence of significant inflammatory activity.","A persistently elevated ESR signals ongoing inflammation or an underlying condition that the body is actively responding to, whereas a low ESR is generally not a concern and typically reflects the absence of significant inflammatory activity.",A low ESR requires no intervention and is generally a reassuring finding. Maintaining an overall healthy and anti-inflammatory lifestyle is sufficient to keep levels stable.,"A persistently elevated ESR signals ongoing inflammation or an underlying condition that the body is actively responding to, whereas a low ESR is generally not a concern and typically reflects the absence of significant inflammatory activity.",test,,,FALSE,
101,Zinc,,TRUE,,zinc,µg/dL,"Zinc is an essential trace mineral critical for immune function, wound healing, DNA synthesis, cell division, and the proper functioning of over 300 enzymes in the body. It is not stored in large amounts, making regular dietary intake important, and blood zinc levels serve as a useful but imperfect indicator of overall zinc status.",46,150,46,150,"Excess supplementation or occupational zinc exposure can raise levels, while poor dietary intake, vegetarian or vegan diets low in bioavailable zinc, digestive disorders, chronic illness, and certain medications that impair absorption are the most common drivers of deficiency.","Excess supplementation or occupational zinc exposure can raise levels, while poor dietary intake, vegetarian or vegan diets low in bioavailable zinc, digestive disorders, chronic illness, and certain medications that impair absorption are the most common drivers of deficiency.","Excess zinc can interfere with copper absorption, impair immune function, and cause nausea and digestive discomfort, whereas low zinc weakens immune defense, slows wound healing, impairs taste and smell, and can negatively affect hormonal health and cognitive function.","Excess zinc can interfere with copper absorption, impair immune function, and cause nausea and digestive discomfort, whereas low zinc weakens immune defense, slows wound healing, impairs taste and smell, and can negatively affect hormonal health and cognitive function.","Increase intake of zinc-rich foods such as meat, shellfish, legumes, nuts, and seeds, and consider a zinc supplement under medical guidance, particularly if absorption issues or dietary restrictions are the underlying cause.","Reduce zinc supplementation to avoid toxicity and consult a doctor if levels remain elevated, particularly to monitor copper status which is directly affected by excess zinc.",test,,,FALSE,
100,Magnesium,,TRUE,,magnesium,mg/dl,"Magnesium is an essential mineral involved in over 300 biochemical processes in the body, including muscle and nerve function, blood sugar regulation, blood pressure control, and energy production. It is one of the most commonly deficient minerals, yet blood levels alone may not fully reflect total body stores as most magnesium is held within cells and bones.",1.8,2.6,1.9,2.5,"Kidney dysfunction and excess supplementation can raise magnesium levels, while poor dietary intake, excessive alcohol consumption, chronic stress, prolonged use of certain medications like diuretics or antacids, and digestive disorders impairing absorption commonly deplete it.","Kidney dysfunction and excess supplementation can raise magnesium levels, while poor dietary intake, excessive alcohol consumption, chronic stress, prolonged use of certain medications like diuretics or antacids, and digestive disorders impairing absorption commonly deplete it.","Excess magnesium can cause nausea, low blood pressure, muscle weakness, and in severe cases irregular heart rhythms, whereas low magnesium is associated with muscle cramps, poor sleep, anxiety, fatigue, and increased cardiovascular and metabolic risk over time.","Excess magnesium can cause nausea, low blood pressure, muscle weakness, and in severe cases irregular heart rhythms, whereas low magnesium is associated with muscle cramps, poor sleep, anxiety, fatigue, and increased cardiovascular and metabolic risk over time.","Increase intake of magnesium-rich foods such as dark leafy greens, nuts, seeds, and whole grains, and consider supplementation under medical guidance if dietary correction alone is insufficient.","Discontinue excess supplementation and consult a doctor to evaluate kidney function, as healthy kidneys efficiently excrete excess magnesium under normal circumstances.",test,,,FALSE,
72,Absolute Neutrophil Count,,TRUE,,absolute_neutrophil_count,10^3/uL,Absolute Neutrophil Count measures the exact number of neutrophils - the most abundant type of white blood cell - in your blood. These cells are your body's first line of defense against bacterial infections and inflammation. Low levels are a direct signal that the body may struggle to combat bacterial threats effectively.,4,10,2,7,"Bacterial infections and inflammation can push counts higher, while chemotherapy, certain medications, autoimmune conditions, or bone marrow disorders can cause levels to drop significantly.","Bacterial infections and inflammation can push counts higher, while chemotherapy, certain medications, autoimmune conditions, or bone marrow disorders can cause levels to drop significantly.","High counts typically reflect an active infection or inflammatory response the body is working to resolve, whereas low counts reduce the body's ability to fight bacteria, increasing the risk of serious infections.","High counts typically reflect an active infection or inflammatory response the body is working to resolve, whereas low counts reduce the body's ability to fight bacteria, increasing the risk of serious infections.","Consult a doctor promptly, especially if linked to medications like chemotherapy. Supporting bone marrow health through a nutrient-rich diet particularly adequate B vitamins and protein can aid recovery over time.","Identify and treat the underlying infection or inflammation. Counts generally normalize on their own once the root cause is addressed, usually within days to weeks.",test,,,FALSE,
86,RBC,,TRUE,,rbc,10^6/µl,"RBC Count measures the total number of red blood cells circulating in your blood. These cells are responsible for delivering oxygen to all tissues in the body and removing carbon dioxide as a waste product. This marker is a direct reflection of your body's capacity to meet its oxygen demands. Since red blood cells live for approximately 120 days, meaningful changes in this count tend to occur gradually over time.",4.5,5.5,3.8,4.8,"Dehydration, high-altitude living, and certain kidney or lung conditions can push RBC counts higher, while iron deficiency, low B12 or folate levels, poor bone marrow function, and chronic diseases can cause counts to fall below normal.","Dehydration, high-altitude living, and certain kidney or lung conditions can push RBC counts higher, while iron deficiency, low B12 or folate levels, poor bone marrow function, and chronic diseases can cause counts to fall below normal.","A high RBC count can thicken the blood, increasing the risk of clotting and circulation problems, whereas a low count reduces the body's oxygen-carrying capacity, leading to fatigue, breathlessness, and reduced physical and mental performance.","A high RBC count can thicken the blood, increasing the risk of clotting and circulation problems, whereas a low count reduces the body's oxygen-carrying capacity, leading to fatigue, breathlessness, and reduced physical and mental performance.","Ensure adequate intake of iron, vitamin B12, and folate through diet or supplementation as advised by a doctor. Addressing any underlying conditions affecting bone marrow or kidney function is equally important. Improvement is gradual, typically appearing over 2–3 months.","Stay well hydrated to rule out dehydration as a contributing factor. If counts remain elevated, consult a doctor to check for underlying kidney, lung, or bone marrow conditions that may be driving excess red blood cell production",test,,,FALSE,
74,MPV Mean Platelate Count,,TRUE,,mpv_mean_platelate_count,fL,"MPV measures the average size of platelets - the tiny cells responsible for blood clotting - circulating in your blood. Larger platelets are generally younger and more active, indicating that the bone marrow is producing them at a higher rate. This marker provides useful insight into platelet production activity and overall bone marrow function. It is best interpreted alongside the total platelet count for a more complete picture.",7,9,7,9,"High platelet destruction or turnover, inflammatory conditions, and certain blood disorders can cause the bone marrow to produce larger, younger platelets raising MPV, while conditions that suppress bone marrow activity or reduce platelet production can result in smaller, older platelets and a lower MPV","High platelet destruction or turnover, inflammatory conditions, and certain blood disorders can cause the bone marrow to produce larger, younger platelets raising MPV, while conditions that suppress bone marrow activity or reduce platelet production can result in smaller, older platelets and a lower MPV","A high MPV suggests the body is compensating for rapid platelet loss or destruction by producing more active platelets, which may also increase the risk of clotting, whereas a low MPV may indicate sluggish platelet production, potentially affecting the body's ability to clot properly.","A high MPV suggests the body is compensating for rapid platelet loss or destruction by producing more active platelets, which may also increase the risk of clotting, whereas a low MPV may indicate sluggish platelet production, potentially affecting the body's ability to clot properly.",Seek medical evaluation to check for bone marrow suppression or conditions affecting platelet production. Treating the underlying cause typically helps normalize platelet size within 1–2 weeks as new platelets enter circulation.,"Consult a doctor to identify any underlying condition driving excess platelet turnover or inflammation. Since MPV is primarily a diagnostic indicator, treatment focuses on addressing the root cause rather than the value itself.",test,,,FALSE,
71,Absolute Monocyte Count,,TRUE,,absolute_monocyte_count,10^3/uL,Absolute Monocyte Count measures the exact number of monocytes - a type of white blood cell - present in your blood. These cells play a vital role in fighting certain infections and clearing out damaged or dead cellular material from the body. They are also key players in regulating inflammation. Tracking this marker helps identify if the body is dealing with an ongoing infection or inflammatory condition.,0.2,1,0.2,1,"Chronic infections, inflammatory conditions, or the body's recovery phase can drive counts higher, while prolonged illness, certain bone marrow disorders, or immune suppression can cause them to drop below normal.","Chronic infections, inflammatory conditions, or the body's recovery phase can drive counts higher, while prolonged illness, certain bone marrow disorders, or immune suppression can cause them to drop below normal.","Elevated levels often signal that the body is actively responding to infection or inflammation, whereas low levels may indicate a weakened immune response, leaving the body less capable of clearing infections effectively.","Elevated levels often signal that the body is actively responding to infection or inflammation, whereas low levels may indicate a weakened immune response, leaving the body less capable of clearing infections effectively.","Consult a doctor to rule out bone marrow issues or immune suppression. Supporting overall immune health through proper nutrition, rest, and managing any existing conditions is a good first step.",Focus on identifying and treating the underlying infection or inflammatory condition. Managing chronic inflammation through lifestyle changes and medical treatment can help bring levels back to normal over days to weeks.,test,,,FALSE,
69,Absolute Eosinophils Count,,TRUE,,absolute_eosinophils_count,10^3/uL,Absolute Eosinophil Count measures the exact number of eosinophils - a type of white blood cell - circulating in your blood. These cells are primarily involved in the body's response to allergens and parasitic infections. Tracking this marker helps detect allergic conditions or infections that may otherwise go unnoticed.,0.04,0.44,0.02,0.5,"Allergic conditions, asthma, parasitic infections, or reactions to certain medications can cause eosinophil levels to rise. Elevated cortisol levels (due to stress or steroid use), alcohol intoxication, or certain acute infections can suppress eosinophil counts.","Allergic conditions, asthma, parasitic infections, or reactions to certain medications can cause eosinophil levels to rise. Elevated cortisol levels (due to stress or steroid use), alcohol intoxication, or certain acute infections can suppress eosinophil counts.","May point to an active allergic response, asthma flare-up, or a parasitic infection that the immune system is fighting.","May point to an active allergic response, asthma flare-up, or a parasitic infection that the immune system is fighting.","Usually requires no direct intervention. If linked to steroid use or high stress, addressing those factors under medical guidance is the best course of action.","Identify and manage the root trigger - whether it's an allergy, asthma, or an infection. A doctor may recommend allergy testing, antiparasitic treatment, or a review of current medications.",test,,,FALSE,
61,Hba1c,,TRUE,,hba1c,%,"HbA1c measures the average amount of blood sugar (glucose) attached to hemoglobin over the past three months. Since red blood cells live for approximately 90 days, this test provides a reliable long-term picture of blood sugar control rather than a single point-in-time reading. It is one of the most important markers for diagnosing and monitoring diabetes and pre-diabetes. Unlike fasting glucose, it cannot be influenced by what you ate the day before the test.",4.4,5.7,4.4,5.7,"A diet high in refined carbohydrates, sugary drinks, and processed foods is the primary driver of elevated HbA1c, while poor sleep and chronic stress can further raise blood sugar levels even when dietary habits are otherwise reasonable.","A diet high in refined carbohydrates, sugary drinks, and processed foods is the primary driver of elevated HbA1c, while poor sleep and chronic stress can further raise blood sugar levels even when dietary habits are otherwise reasonable.","Persistently high HbA1c indicates prolonged elevated blood sugar, which over time can damage blood vessels, nerves, and organs, significantly increasing the risk of diabetes complications, whereas abnormally low levels may suggest excessive blood sugar control or an underlying condition affecting red blood cells.","Persistently high HbA1c indicates prolonged elevated blood sugar, which over time can damage blood vessels, nerves, and organs, significantly increasing the risk of diabetes complications, whereas abnormally low levels may suggest excessive blood sugar control or an underlying condition affecting red blood cells.","Abnormally low HbA1c should be discussed with a doctor, particularly if you are on blood sugar-lowering medications, as it may indicate over-management. If not on medication, ensure adequate and balanced carbohydrate intake to maintain stable energy levels.","Reduce intake of refined carbohydrates, sugary drinks, and processed foods. Pairing carbohydrates with protein and fibre helps smooth out blood sugar fluctuations. A short walk of 10–15 minutes after meals, consistent sleep, and staying well hydrated can all contribute to meaningful improvement over 2–3 months.",test,,,FALSE,
59,Vitamin D Total-25 Hydroxy,,TRUE,,vitamin_d_total-25_hydroxy,ng/ml,"Vitamin D is a fat-soluble vitamin essential for calcium absorption and bone health. It also supports immune function, muscle function, and helps regulate inflammation and cell growth. It is primarily produced by the body through sun exposure.",30,100,30,100,"Low levels are commonly caused by limited sun exposure, darker skin tone, high body fat, or a diet lacking in Vitamin D-rich foods. High levels are almost always due to excessive supplementation rather than sun or diet.","Low levels are commonly caused by limited sun exposure, darker skin tone, high body fat, or a diet lacking in Vitamin D-rich foods. High levels are almost always due to excessive supplementation rather than sun or diet.","Low Vitamin D can lead to weak bones, poor immunity, and impaired neuromuscular function. Excessively high levels, though rare, can disrupt calcium balance in the body, potentially affecting kidneys and other organs.","Low Vitamin D can lead to weak bones, poor immunity, and impaired neuromuscular function. Excessively high levels, though rare, can disrupt calcium balance in the body, potentially affecting kidneys and other organs.","Get sensible sun exposure when possible and consider Vitamin D3 supplementation (preferred over D2), ideally taken with a fat-containing meal for better absorption. Levels typically improve over 4–8 weeks.",Discontinue or reduce Vitamin D supplements and consult your doctor to reassess dosage.,test,,,FALSE,
53,Transferrin Saturation,,TRUE,,transferrin_saturation,%,"Transferrin saturation shows what percentage of the body's iron-carrying capacity is currently being used. It is a reliable indicator of how well iron stores are being utilized and transported through the blood. Low saturation points to iron deficiency, while very high saturation can signal iron overload.",10,50,15,50,"Iron deficiency lowers transferrin saturation as there is less iron available to fill binding sites, while iron overload, excess supplementation, or certain genetic conditions can raise it significantly. Recent meals and inflammation can also temporarily affect the reading.","Iron deficiency lowers transferrin saturation as there is less iron available to fill binding sites, while iron overload, excess supplementation, or certain genetic conditions can raise it significantly. Recent meals and inflammation can also temporarily affect the reading.","Low transferrin saturation indicates that the body's iron transport system is underutilized due to insufficient iron, which can impair oxygen delivery and energy production, whereas very high saturation suggests excess iron is circulating, which over time can cause oxidative stress and organ damage.","Low transferrin saturation indicates that the body's iron transport system is underutilized due to insufficient iron, which can impair oxygen delivery and energy production, whereas very high saturation suggests excess iron is circulating, which over time can cause oxidative stress and organ damage.",Address the underlying iron deficiency through iron-rich dietary sources or supplementation as recommended by a doctor. Saturation levels typically improve gradually over weeks to months as overall iron status normalizes.,"Consult a doctor to rule out iron overload conditions, particularly if saturation is significantly elevated. Avoid unnecessary iron supplementation and investigate any dietary or genetic factors contributing to excess iron accumulation.",test,,,FALSE,
49,TSH,,TRUE,,tsh,µIU/mL,"TSH is a hormone produced by the pituitary gland that signals the thyroid to produce T4 and T3. It acts as the body's thyroid regulator - when thyroid hormone levels drop, TSH rises to stimulate more production, and vice versa. It is typically the first marker tested to assess overall thyroid function.",0.38,5.33,0.38,5.33,"TSH usually indicates an underactive thyroid, where the pituitary works harder to compensate for insufficient hormone production. Low TSH suggests an overactive thyroid or excess thyroid hormone from supplementation. Iodine, selenium, and zinc deficiencies, along with chronic stress, poor sleep, and certain medications, can also shift TSH levels.","TSH usually indicates an underactive thyroid, where the pituitary works harder to compensate for insufficient hormone production. Low TSH suggests an overactive thyroid or excess thyroid hormone from supplementation. Iodine, selenium, and zinc deficiencies, along with chronic stress, poor sleep, and certain medications, can also shift TSH levels.","Elevated TSH is associated with fatigue, weight gain, brain fog, and sluggishness typical of an underactive thyroid. Low TSH can cause restlessness, rapid heartbeat, weight loss, and anxiety, reflecting an overstimulated thyroid state.","Elevated TSH is associated with fatigue, weight gain, brain fog, and sluggishness typical of an underactive thyroid. Low TSH can cause restlessness, rapid heartbeat, weight loss, and anxiety, reflecting an overstimulated thyroid state.","Seek medical evaluation to assess for hyperthyroidism or over-supplementation. Ensure adequate iodine and selenium intake, manage stress, and prioritise sleep to support healthy thyroid signalling.","Consult a doctor to evaluate for hypothyroidism. Treatment may involve thyroid hormone replacement, and retesting is recommended after 6–8 weeks of any treatment change.",test,,,FALSE,
42,Urea,,TRUE,,urea,mg/dl,Blood urea measures the amount of urea - the body's principal waste product from protein breakdown - circulating in the blood. It is one of the most widely used markers for evaluating how effectively the kidneys are filtering and removing waste.,17,43,17,43,"Poor kidney function, dehydration, high protein intake, gastrointestinal bleeding, heart failure reducing kidney blood flow, and certain medications can all raise urea levels, while low protein intake or liver dysfunction can cause levels to fall below normal.","Poor kidney function, dehydration, high protein intake, gastrointestinal bleeding, heart failure reducing kidney blood flow, and certain medications can all raise urea levels, while low protein intake or liver dysfunction can cause levels to fall below normal.","Persistently elevated urea indicates that the kidneys are not clearing waste efficiently, which can lead to a toxic buildup in the body over time, whereas abnormally low urea may reflect inadequate protein intake or reduced liver capacity to produce urea from protein metabolism.","Persistently elevated urea indicates that the kidneys are not clearing waste efficiently, which can lead to a toxic buildup in the body over time, whereas abnormally low urea may reflect inadequate protein intake or reduced liver capacity to produce urea from protein metabolism.","Ensure sufficient protein intake through a balanced diet. If low urea is accompanied by other abnormal markers, consult a doctor to assess liver function and overall metabolic health.",Maintain adequate hydration and moderate protein intake to avoid unnecessary urea production. Protecting kidney health through blood pressure control and avoiding harmful medications is equally important.,test,,,FALSE,
